-0.0238,-0.9813,-0.0327,-0.0236,-0.9797,-0.0295,-0.0233,-0.9808,-0.0288,-0.0227,-0.9792,-0.0300
-0.0595,-0.9182,0.0921,-0.0586,-0.9191,0.0926,-0.0595,-0.9196,0.0914,-0.0586,-0.9182,0.0939
0.0652,0.0701,0.9610,0.0661,0.0687,0.9596,0.0649,0.0662,0.9591,0.0670,0.0635,0.9584
-0.0231,-0.9808,-0.0295,-0.0245,-0.9806,-0.0323,-0.0222,-0.9811,-0.0327,-0.0240,-0.9802,-0.0314
-0.0609,-0.9203,0.0924,-0.0570,-0.9201,0.0951,-0.0597,-0.9189,0.0939,-0.0593,-0.9203,0.0921
0.0693,0.0644,0.9573,0.0716,0.0615,0.9568,0.0720,0.0617,0.9542,0.0766,0.0606,0.9554
-0.0231,-0.9813,-0.0288,-0.0238,-0.9804,-0.0332,-0.0222,-0.9813,-0.0288,-0.0247,-0.9813,-0.0300
-0.0579,-0.9196,0.0939,-0.0606,-0.9208,0.0905,-0.0586,-0.9219,0.0933,-0.0590,-0.9191,0.0926
0.0771,0.0597,0.9563,0.0773,0.0585,0.9577,0.0773,0.0579,0.9570,0.0787,0.0583,0.9598
-0.0579,-0.9194,0.0901,-0.0579,-0.9184,0.0919,-0.0593,-0.9203,0.0917,-0.0579,-0.9182,0.0924
-0.0236,-0.9820,-0.0302,-0.0233,-0.9799,-0.0288,-0.0231,-0.9799,-0.0311,-0.0233,-0.9785,-0.0281
-0.0581,-0.9191,0.0914,-0.0586,-0.9201,0.0924,-0.0579,-0.9189,0.0939,-0.0606,-0.9194,0.0924
0.0809,0.0647,0.9752,0.0841,0.0635,0.9768,0.0850,0.0665,0.9808,0.0869,0.0685,0.9847
-0.0215,-0.9797,-0.0288,-0.0231,-0.9806,-0.0297,-0.0243,-0.9811,-0.0279,-0.0229,-0.9808,-0.0307
-0.0588,-0.9191,0.0930,-0.0588,-0.9182,0.0933,-0.0586,-0.9203,0.0914,-0.0572,-0.9191,0.0942
0.0880,0.0705,0.9882,0.0924,0.0735,0.9910,0.0933,0.0762,0.9938,0.0953,0.0769,0.9987
-0.0236,-0.9799,-0.0295,-0.0231,-0.9797,-0.0300,-0.0224,-0.9827,-0.0311,-0.0224,-0.9808,-0.0288
-0.0600,-0.9203,0.0939,-0.0572,-0.9196,0.0926,-0.0593,-0.9201,0.0933,-0.0593,-0.9208,0.0926
0.0960,0.0809,1.0001,0.0946,0.0821,1.0036,0.0933,0.0848,1.0085,0.0903,0.0868,1.0159
-0.0215,-0.9808,-0.0309,-0.0233,-0.9808,-0.0288,-0.0243,-0.9802,-0.0297,-0.0227,-0.9811,-0.0297
-0.0572,-0.9172,0.0939,-0.0602,-0.9201,0.0917,-0.0579,-0.9186,0.0908,-0.0590,-0.9205,0.0935
0.0876,0.0891,1.0168,0.0855,0.0936,1.0255,0.0816,0.0963,1.0276,0.0807,0.1002,1.0322
-0.0231,-0.9808,-0.0325,-0.0215,-0.9804,-0.0286,-0.0229,-0.9804,-0.0302,-0.0231,-0.9811,-0.0288
-0.0588,-0.9203,0.0910,-0.0590,-0.9189,0.0908,-0.0586,-0.9189,0.0917,-0.0579,-0.9194,0.0937
0.0798,0.1038,1.0350,0.0800,0.1072,1.0376,0.0789,0.1103,1.0387,0.0784,0.1158,1.0410
-0.0233,-0.9788,-0.0307,-0.0229,-0.9788,-0.0316,-0.0238,-0.9792,-0.0311,-0.0243,-0.9804,-0.0300
-0.0577,-0.9198,0.0924,-0.0579,-0.9205,0.0905,-0.0581,-0.9184,0.0924,-0.0588,-0.9215,0.0926
0.0766,0.1164,1.0397,0.0768,0.1176,1.0420,0.0773,0.1228,1.0406,0.0755,0.1221,1.0429
-0.0233,-0.9799,-0.0258,-0.0233,-0.9804,-0.0288,-0.0250,-0.9808,-0.0304,-0.0243,-0.9799,-0.0293
-0.0581,-0.9179,0.0948,-0.0583,-0.9191,0.0928,-0.0593,-0.9182,0.0924,-0.0567,-0.9170,0.0924
0.0750,0.1237,1.0443,0.0718,0.1201,1.0431,0.0713,0.1207,1.0429,0.0713,0.1198,1.0436
-0.0231,-0.9797,-0.0309,-0.0245,-0.9797,-0.0286,-0.0229,-0.9804,-0.0330,-0.0229,-0.9822,-0.0302
-0.0597,-0.9191,0.0903,-0.0558,-0.9186,0.0921,-0.0581,-0.9189,0.0933,-0.0593,-0.9210,0.0944
0.0704,0.1182,1.0424,0.0691,0.1162,1.0408,0.0684,0.1146,1.0397,0.0677,0.1126,1.0392
-0.0254,-0.9808,-0.0281,-0.0245,-0.9808,-0.0304,-0.0238,-0.9818,-0.0295,-0.0229,-0.9806,-0.0304
-0.0602,-0.9212,0.0930,-0.0586,-0.9168,0.0928,-0.0600,-0.9201,0.0919,-0.0570,-0.9196,0.0939
0.0601,0.0968,1.0310,0.0581,0.0954,1.0320,0.0558,0.0938,1.0313,0.0556,0.0925,1.0317
-0.0240,-0.9820,-0.0309,-0.0233,-0.9818,-0.0300,-0.0245,-0.9811,-0.0302,-0.0240,-0.9822,-0.0300
-0.0570,-0.9194,0.0933,-0.0586,-0.9186,0.0946,-0.0579,-0.9177,0.0948,-0.0597,-0.9217,0.0905
0.0547,0.0913,1.0273,0.0528,0.0888,1.0264,0.0528,0.0882,1.0231,0.0531,0.0886,1.0208
-0.0229,-0.9815,-0.0302,-0.0229,-0.9825,-0.0290,-0.0247,-0.9818,-0.0311,-0.0236,-0.9831,-0.0274
-0.0577,-0.9198,0.0937,-0.0588,-0.9201,0.0919,-0.0588,-0.9186,0.0912,-0.0588,-0.9179,0.0930
0.0521,0.0868,1.0178,0.0508,0.0866,1.0173,0.0510,0.0855,1.0185,0.0499,0.0830,1.0159
-0.0224,-0.9815,-0.0330,-0.0227,-0.9802,-0.0290,-0.0250,-0.9813,-0.0307,-0.0217,-0.9806,-0.0302
-0.0613,-0.9208,0.0917,-0.0579,-0.9208,0.0944,-0.0597,-0.9186,0.0924,-0.0586,-0.9198,0.0924
0.0476,0.0809,1.0143,0.0478,0.0816,1.0141,0.0467,0.0803,1.0113,0.0437,0.0794,1.0089
-0.0254,-0.9797,-0.0281,-0.0243,-0.9818,-0.0302,-0.0247,-0.9813,-0.0309,-0.0236,-0.9815,-0.0318
-0.0574,-0.9194,0.0926,-0.0593,-0.9201,0.0896,-0.0590,-0.9196,0.0926,-0.0593,-0.9172,0.0921
0.0432,0.0805,1.0078,0.0425,0.0789,1.0075,0.0400,0.0775,1.0061,0.0387,0.0753,1.0040
-0.0236,-0.9804,-0.0300,-0.0250,-0.9802,-0.0316,-0.0240,-0.9808,-0.0327,-0.0233,-0.9811,-0.0281
-0.0586,-0.9182,0.0944,-0.0577,-0.9182,0.0930,-0.0609,-0.9189,0.0914,-0.0586,-0.9201,0.0930
0.0384,0.0757,1.0019,0.0387,0.0760,1.0001,0.0398,0.0762,0.9978,0.0393,0.0760,0.9961
-0.0247,-0.9827,-0.0334,-0.0243,-0.9820,-0.0309,-0.0238,-0.9811,-0.0302,-0.0243,-0.9792,-0.0314
-0.0574,-0.9194,0.0935,-0.0579,-0.9194,0.0910,-0.0577,-0.9189,0.0912,-0.0597,-0.9212,0.0930
0.0412,0.0751,0.9924,0.0416,0.0764,0.9910,0.0437,0.0769,0.9864,0.0455,0.0755,0.9868
-0.0254,-0.9811,-0.0300,-0.0243,-0.9802,-0.0295,-0.0233,-0.9822,-0.0309,-0.0217,-0.9811,-0.0320
-0.0583,-0.9186,0.0933,-0.0577,-0.9182,0.0937,-0.0581,-0.9189,0.0957,-0.0567,-0.9165,0.0939
0.0471,0.0775,0.9859,0.0464,0.0730,0.9847,0.0473,0.0739,0.9845,0.0480,0.0723,0.9861
-0.0245,-0.9815,-0.0281,-0.0236,-0.9811,-0.0300,-0.0231,-0.9813,-0.0302,-0.0233,-0.9820,-0.0318
-0.0581,-0.9208,0.0926,-0.0577,-0.9196,0.0912,-0.0586,-0.9184,0.0953,-0.0588,-0.9196,0.0921
0.0499,0.0730,0.9873,0.0512,0.0739,0.9915,0.0531,0.0746,0.9924,0.0567,0.0755,0.9950
-0.0217,-0.9804,-0.0295,-0.0243,-0.9813,-0.0316,-0.0217,-0.9808,-0.0286,-0.0240,-0.9802,-0.0302
0.0611,0.0769,0.9966,0.0647,0.0805,0.9954,0.0654,0.0825,0.9987,0.0677,0.0852,0.9999
-0.0240,-0.9808,-0.0300,-0.0229,-0.9808,-0.0297,-0.0236,-0.9802,-0.0307,-0.0243,-0.9808,-0.0276
-0.0586,-0.9189,0.0933,-0.0567,-0.9179,0.0939,-0.0600,-0.9186,0.0908,-0.0574,-0.9184,0.0937
0.0677,0.0900,0.9968,0.0672,0.0909,1.0017,0.0670,0.0931,1.0057,0.0656,0.0970,1.0075
-0.0250,-0.9811,-0.0297,-0.0231,-0.9808,-0.0307,-0.0252,-0.9820,-0.0300,-0.0229,-0.9802,-0.0295
-0.0586,-0.9184,0.0942,-0.0583,-0.9196,0.0933,-0.0579,-0.9203,0.0937,-0.0606,-0.9191,0.0914
0.0661,0.0997,1.0101,0.0668,0.1026,1.0134,0.0659,0.1056,1.0141,0.0663,0.1078,1.0180
-0.0227,-0.9813,-0.0288,-0.0233,-0.9815,-0.0290,-0.0229,-0.9806,-0.0302,-0.0243,-0.9806,-0.0307
-0.0572,-0.9189,0.0935,-0.0586,-0.9194,0.0914,-0.0590,-0.9194,0.0926,-0.0579,-0.9179,0.0942
0.0670,0.1103,1.0199,0.0654,0.1128,1.0180,0.0656,0.1119,1.0187,0.0661,0.1144,1.0206
-0.0245,-0.9802,-0.0300,-0.0240,-0.9806,-0.0304,-0.0238,-0.9797,-0.0281,-0.0240,-0.9820,-0.0311
-0.0611,-0.9196,0.0912,-0.0583,-0.9175,0.0926,-0.0586,-0.9184,0.0928,-0.0567,-0.9201,0.0937
0.0697,0.1146,1.0192,0.0659,0.1149,1.0182,0.0659,0.1164,1.0164,0.0679,0.1171,1.0143
-0.0227,-0.9813,-0.0316,-0.0238,-0.9811,-0.0307,-0.0238,-0.9831,-0.0300,-0.0240,-0.9799,-0.0316
-0.0586,-0.9168,0.0921,-0.0627,-0.9229,0.0892,-0.0577,-0.9186,0.0942,-0.0581,-0.9186,0.0926
0.0663,0.1178,1.0122,0.0668,0.1178,1.0129,0.0656,0.1173,1.0120,0.0643,0.1164,1.0099
-0.0233,-0.9811,-0.0276,-0.0238,-0.9813,-0.0300,-0.0238,-0.9813,-0.0274,-0.0231,-0.9795,-0.0295
-0.0586,-0.9186,0.0942,-0.0586,-0.9182,0.0930,-0.0609,-0.9212,0.0910,-0.0579,-0.9196,0.0937
0.0636,0.1151,1.0113,0.0633,0.1126,1.0106,0.0627,0.1117,1.0094,0.0633,0.1094,1.0089
0.0238,-0.9813,-0.0327,-0.0236,-0.9797,-0.0295,-0.0233,-0.9808,-0.0288,-0.0227,-0.9792,-0.0300
-0.0595,-0.9182,0.0921,-0.0586,-0.9191,0.0926,-0.0595,-0.9196,0.0914,-0.0586,-0.9182,0.0939
0.0652,0.0701,0.9610,0.0661,0.0687,0.9596,0.0649,0.0662,0.9591,0.0670,0.0635,0.9584
-0.0231,-0.9808,-0.0295,-0.0245,-0.9806,-0.0323,-0.0222,-0.9811,-0.0327,-0.0240,-0.9802,-0.0314
-0.0609,-0.9203,0.0924,-0.0570,-0.9201,0.0951,-0.0597,-0.9189,0.0939,-0.0593,-0.9203,0.0921
0.0693,0.0644,0.9573,0.0716,0.0615,0.9568,0.0720,0.0617,0.9542,0.0766,0.0606,0.9554
-0.0231,-0.9813,-0.0288,-0.0238,-0.9804,-0.0332,-0.0222,-0.9813,-0.0288,-0.0247,-0.9813,-0.0300
-0.0579,-0.9196,0.0939,-0.0606,-0.9208,0.0905,-0.0586,-0.9219,0.0933,-0.0590,-0.9191,0.0926
0.0771,0.0597,0.9563,0.0773,0.0585,0.9577,0.0773,0.0579,0.9570,0.0787,0.0583,0.9598
-0.0579,-0.9194,0.0901,-0.0579,-0.9184,0.0919,-0.0593,-0.9203,0.0917,-0.0579,-0.9182,0.0924
-0.0236,-0.9820,-0.0302,-0.0233,-0.9799,-0.0288,-0.0231,-0.9799,-0.0311,-0.0233,-0.9785,-0.0281
-0.0581,-0.9191,0.0914,-0.0586,-0.9201,0.0924,-0.0579,-0.9189,0.0939,-0.0606,-0.9194,0.0924
0.0809,0.0647,0.9752,0.0841,0.0635,0.9768,0.0850,0.0665,0.9808,0.0869,0.0685,0.9847
-0.0215,-0.9797,-0.0288,-0.0231,-0.9806,-0.0297,-0.0243,-0.9811,-0.0279,-0.0229,-0.9808,-0.0307
